"location_id","make","type","subtype","euro_status","count_vehicles"
12,"SKODA","CARS","exc. Off-Road","E4","23"
12,"SKODA","CARS","exc. Off-Road","E5","49"
12,"SKODA","CARS","exc. Off-Road","E6","24"
12,"SKODA","CARS","exc. Off-Road","","5"
12,"SKODA","CARS","Off-Road","E5","3"
12,"SKODA","","","","2"
12,"SMART","CARS","exc. Off-Road","E3","2"
12,"SMART","CARS","exc. Off-Road","E4","2"
12,"SMART","CARS","exc. Off-Road","E5","6"
12,"SMART","CARS","exc. Off-Road","E6","5"
12,"SMART","CARS","exc. Off-Road","","2"
12,"SMART","","","","1"
12,"SSANGYONG","CARS","exc. Off-Road","E4","1"
12,"SSANGYONG","CARS","Off-Road","E6","1"
12,"SUBARU","CARS","exc. Off-Road","E0","1"
12,"SUBARU","CARS","exc. Off-Road","E3","2"
12,"SUBARU","CARS","exc. Off-Road","E4","1"
12,"SUBARU","CARS","exc. Off-Road","E5","1"
12,"SUBARU","CARS","exc. Off-Road","","1"
12,"SUBARU","CARS","Off-Road","E4","1"
12,"SUBARU","CARS","Off-Road","E6","2"
12,"SUBARU","CARS","Off-Road","","2"
12,"SUNBEAM","CARS","exc. Off-Road","E0","1"
12,"Suppressed","CARS","exc. Off-Road","E4","1"
12,"Suppressed","LCVs","Heavy Vans 2601-3500 Kgs","E2","1"
12,"Suppressed","SPVs","Agricultural & Specialist","","2"
12,"SUZUKI","CARS","exc. Off-Road","E2","1"
12,"SUZUKI","CARS","exc. Off-Road","E3","2"
12,"SUZUKI","CARS","exc. Off-Road","E4","4"
12,"SUZUKI","CARS","exc. Off-Road","E5","7"
12,"SUZUKI","CARS","exc. Off-Road","E6","2"
12,"SUZUKI","CARS","Off-Road","E4","1"
12,"SUZUKI","CARS","Off-Road","E6","1"
12,"SUZUKI","CARS","Off-Road","","3"
12,"TESLA","CARS","exc. Off-Road","E6","2"
12,"TOYOTA","CARS","exc. Off-Road","E0","1"
12,"TOYOTA","CARS","exc. Off-Road","E2","3"
12,"TOYOTA","CARS","exc. Off-Road","E3","24"
12,"TOYOTA","CARS","exc. Off-Road","E4","43"
12,"TOYOTA","CARS","exc. Off-Road","E5","62"
12,"TOYOTA","CARS","exc. Off-Road","E6","20"
12,"TOYOTA","CARS","exc. Off-Road","","12"
12,"TOYOTA","CARS","Off-Road","E0","1"
12,"TOYOTA","CARS","Off-Road","E4","6"
12,"TOYOTA","CARS","Off-Road","E5","6"
12,"TOYOTA","CARS","Off-Road","E6","1"
12,"TOYOTA","CARS","Off-Road","","8"
12,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E2","1"
12,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E3","2"
12,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E4","4"
12,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E5","4"
12,"TOYOTA","","","","1"
12,"TRIUMPH","2/3 Wheelers","Motorcycles & Scooters","","1"
12,"TRIUMPH","CARS","exc. Off-Road","E0","1"
12,"VAUXHALL","CARS","exc. Off-Road","E2","1"
12,"VAUXHALL","CARS","exc. Off-Road","E3","45"
12,"VAUXHALL","CARS","exc. Off-Road","E4","62"
12,"VAUXHALL","CARS","exc. Off-Road","E5","64"
12,"VAUXHALL","CARS","exc. Off-Road","E6","33"
12,"VAUXHALL","CARS","exc. Off-Road","","30"
12,"VAUXHALL","CARS","Off-Road","E5","1"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E3","4"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E4","11"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E5","3"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E6","1"
12,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","","1"
12,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E3","7"
12,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E4","7"
12,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E5","12"
12,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E6","3"
12,"VAUXHALL","LCVs","Medium Vans 2001-2600 Kgs","E4","1"
12,"VAUXHALL","LCVs","Medium Vans 2001-2600 Kgs","E5","5"
12,"VOLKSWAGEN","CARS","exc. Off-Road","6","3"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E0","3"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E1","2"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E2","12"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E3","60"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E4","101"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E5","151"
12,"VOLKSWAGEN","CARS","exc. Off-Road","E6","71"
12,"VOLKSWAGEN","CARS","exc. Off-Road","","55"
12,"VOLKSWAGEN","CARS","Off-Road","E4","2"
12,"VOLKSWAGEN","CARS","Off-Road","E5","9"
12,"VOLKSWAGEN","CARS","Off-Road","E6","15"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E0","1"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E2","6"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E3","4"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E4","3"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E5","16"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E6","4"
12,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","","1"
12,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E0","1"
12,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E4","3"
12,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E5","11"
12,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E6","1"
12,"VOLKSWAGEN","LCVs","Pickups","E6","1"
12,"VOLKSWAGEN","","","","7"
12,"VOLVO","CARS","exc. Off-Road","E1","1"
12,"VOLVO","CARS","exc. Off-Road","E2","2"
12,"VOLVO","CARS","exc. Off-Road","E3","14"
12,"VOLVO","CARS","exc. Off-Road","E4","18"
12,"VOLVO","CARS","exc. Off-Road","E5","18"
12,"VOLVO","CARS","exc. Off-Road","E6","14"
12,"VOLVO","CARS","exc. Off-Road","","7"
12,"VOLVO","CARS","Off-Road","E3","1"
12,"VOLVO","CARS","Off-Road","E4","8"
