"quadrant","make","type","subtype","euro_status","count_vehicles"
2,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E6","4"
2,"PEUGEOT","","","","12"
2,"PIAGGIO","2/3 Wheelers","Mopeds","","4"
2,"PIAGGIO","2/3 Wheelers","Motorcycles & Scooters","","8"
2,"PIAGGIO","LCVs","Car-Derived/Integral <2000 Kgs","E3","4"
2,"PORSCHE","CARS","exc. Off-Road","E1","2"
2,"PORSCHE","CARS","exc. Off-Road","E3","6"
2,"PORSCHE","CARS","exc. Off-Road","E4","12"
2,"PORSCHE","CARS","exc. Off-Road","E5","22"
2,"PORSCHE","CARS","exc. Off-Road","E6","10"
2,"PORSCHE","CARS","exc. Off-Road","","2"
2,"PORSCHE","CARS","Off-Road","E5","14"
2,"PORSCHE","CARS","Off-Road","E6","32"
2,"PORSCHE","CARS","Off-Road","","2"
2,"PORSCHE","","","","2"
2,"PULSE","2/3 Wheelers","Mopeds","","2"
2,"RELIANT","2/3 Wheelers","3 Wheelers","","2"
2,"RENAULT","CARS","exc. Off-Road","6","8"
2,"RENAULT","CARS","exc. Off-Road","E1","4"
2,"RENAULT","CARS","exc. Off-Road","E2","30"
2,"RENAULT","CARS","exc. Off-Road","E3","172"
2,"RENAULT","CARS","exc. Off-Road","E4","358"
2,"RENAULT","CARS","exc. Off-Road","E5","196"
2,"RENAULT","CARS","exc. Off-Road","E6","98"
2,"RENAULT","CARS","exc. Off-Road","","60"
2,"RENAULT","LCVs","Car-Derived/Integral <2000 Kgs","E3","8"
2,"RENAULT","LCVs","Car-Derived/Integral <2000 Kgs","E4","2"
2,"RENAULT","LCVs","Car-Derived/Integral 2001-2499 Kgs","E6","2"
2,"RENAULT","LCVs","Heavy Vans 2601-3500 Kgs","E3","20"
2,"RENAULT","LCVs","Heavy Vans 2601-3500 Kgs","E4","32"
2,"RENAULT","LCVs","Heavy Vans 2601-3500 Kgs","E5","54"
2,"RENAULT","LCVs","Heavy Vans 2601-3500 Kgs","E6","8"
2,"RENAULT","LCVs","Medium Vans 2001-2600 Kgs","E1","4"
2,"RENAULT","LCVs","Medium Vans 2001-2600 Kgs","E4","8"
2,"RENAULT","LCVs","Medium Vans 2001-2600 Kgs","E5","26"
2,"RENAULT","LCVs","Medium Vans 2001-2600 Kgs","E6","2"
2,"RENAULT","","","","16"
2,"RENAULT TRUCKS","HCVs","Rigids 2 Axle 3501-7400 Kgs","E3","2"
2,"RENAULT TRUCKS","HCVs","Rigids 2 Axle 3501-7400 Kgs","E5","2"
2,"RENAULT TRUCKS","HCVs","Rigids 2 Axle 7501-12000 Kgs","E6","2"
2,"RENAULT TRUCKS","HCVs","Rigids 4 Axle","E5","2"
2,"RENAULT TRUCKS","LCVs","Heavy Vans 2601-3500 Kgs","E5","8"
2,"RENAULT TRUCKS","LCVs","Heavy Vans 2601-3500 Kgs","E6","2"
2,"RENAULT TRUCKS","","","","2"
2,"ROLLS ROYCE","CARS","exc. Off-Road","E5","2"
2,"ROLLS ROYCE","CARS","exc. Off-Road","E6","4"
2,"ROVER","CARS","exc. Off-Road","E0","4"
2,"ROVER","CARS","exc. Off-Road","E2","4"
2,"ROVER","CARS","exc. Off-Road","E3","20"
2,"ROVER","CARS","exc. Off-Road","","12"
2,"ROVER","CARS","Off-Road","E0","2"
2,"ROVER","","","","2"
2,"SAAB","CARS","exc. Off-Road","E0","6"
2,"SAAB","CARS","exc. Off-Road","E1","2"
2,"SAAB","CARS","exc. Off-Road","E2","24"
2,"SAAB","CARS","exc. Off-Road","E3","46"
2,"SAAB","CARS","exc. Off-Road","E4","66"
2,"SAAB","CARS","exc. Off-Road","E5","2"
2,"SAAB","CARS","exc. Off-Road","","14"
2,"SCANIA","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E5","8"
2,"SCANIA","HCVs","Rigids 2 Axle >15000 Kgs","E5","2"
2,"SCANIA","HCVs","Rigids 3 Axle","E5","2"
2,"SCANIA","HCVs","Rigids 3 Axle","","2"
2,"SCANIA","PSVs","Fare Stage Buses","E6","4"
2,"SEAT","CARS","exc. Off-Road","E3","64"
2,"SEAT","CARS","exc. Off-Road","E4","60"
2,"SEAT","CARS","exc. Off-Road","E5","132"
2,"SEAT","CARS","exc. Off-Road","E6","74"
2,"SEAT","CARS","exc. Off-Road","","34"
2,"SKODA","CARS","exc. Off-Road","E2","8"
2,"SKODA","CARS","exc. Off-Road","E3","60"
2,"SKODA","CARS","exc. Off-Road","E4","198"
2,"SKODA","CARS","exc. Off-Road","E5","380"
2,"SKODA","CARS","exc. Off-Road","E6","186"
2,"SKODA","CARS","exc. Off-Road","","64"
2,"SKODA","CARS","Off-Road","E5","4"
2,"SKODA","","","","30"
2,"SMART","CARS","exc. Off-Road","E3","16"
2,"SMART","CARS","exc. Off-Road","E4","22"
2,"SMART","CARS","exc. Off-Road","E5","16"
2,"SMART","CARS","exc. Off-Road","E6","44"
2,"SMART","CARS","exc. Off-Road","","22"
2,"SSANGYONG","CARS","exc. Off-Road","E6","6"
2,"SSANGYONG","CARS","Off-Road","E5","2"
2,"SUBARU","CARS","exc. Off-Road","E2","2"
2,"SUBARU","CARS","exc. Off-Road","E3","8"
2,"SUBARU","CARS","exc. Off-Road","E4","12"
2,"SUBARU","CARS","exc. Off-Road","E5","2"
2,"SUBARU","CARS","exc. Off-Road","E6","6"
2,"SUBARU","CARS","exc. Off-Road","","2"
2,"SUBARU","CARS","Off-Road","E3","2"
2,"SUBARU","CARS","Off-Road","E4","4"
2,"SUBARU","CARS","Off-Road","E5","4"
2,"SUBARU","CARS","Off-Road","E6","2"
2,"SUBARU","CARS","Off-Road","","8"
2,"Suppressed","2/3 Wheelers","Mopeds","","2"
2,"Suppressed","2/3 Wheelers","Motorcycles & Scooters","","10"
2,"Suppressed","CARS","exc. Off-Road","E0","2"
2,"Suppressed","SPVs","Agricultural & Specialist","","8"
2,"Suppressed","SPVs","Quad Bikes","","2"
2,"Suppressed","","","","6"
2,"SUZUKI","2/3 Wheelers","Motorcycles & Scooters","","14"
2,"SUZUKI","CARS","exc. Off-Road","E2","4"
2,"SUZUKI","CARS","exc. Off-Road","E3","14"
2,"SUZUKI","CARS","exc. Off-Road","E4","106"
2,"SUZUKI","CARS","exc. Off-Road","E5","54"
2,"SUZUKI","CARS","exc. Off-Road","E6","30"
2,"SUZUKI","CARS","exc. Off-Road","","8"
2,"SUZUKI","CARS","Off-Road","E4","10"
2,"SUZUKI","CARS","Off-Road","E6","2"
2,"SUZUKI","CARS","Off-Road","","24"
2,"SUZUKI","LCVs","Car-Derived/Integral <2000 Kgs","E2","14"
2,"SUZUKI","","","","2"
2,"SYM","2/3 Wheelers","Motorcycles & Scooters","","4"
2,"TEREX","SPVs","Agricultural & Specialist","","2"
2,"TESLA","CARS","exc. Off-Road","E6","8"
2,"TESLA","CARS","exc. Off-Road","","2"
2,"TESLA","","","","2"
2,"TOYOTA","CARS","exc. Off-Road","E0","2"
2,"TOYOTA","CARS","exc. Off-Road","E1","2"
2,"TOYOTA","CARS","exc. Off-Road","E2","30"
2,"TOYOTA","CARS","exc. Off-Road","E3","228"
2,"TOYOTA","CARS","exc. Off-Road","E4","366"
2,"TOYOTA","CARS","exc. Off-Road","E5","572"
2,"TOYOTA","CARS","exc. Off-Road","E6","152"
2,"TOYOTA","CARS","exc. Off-Road","","110"
2,"TOYOTA","CARS","Off-Road","E0","4"
2,"TOYOTA","CARS","Off-Road","E1","4"
2,"TOYOTA","CARS","Off-Road","E2","6"
2,"TOYOTA","CARS","Off-Road","E4","26"
2,"TOYOTA","CARS","Off-Road","E5","26"
2,"TOYOTA","CARS","Off-Road","E6","24"
2,"TOYOTA","CARS","Off-Road","","66"
2,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E2","6"
2,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E3","14"
2,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E4","16"
2,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E5","16"
2,"TOYOTA","LCVs","Heavy Vans 2601-3500 Kgs","E6","10"
2,"TOYOTA","LCVs","Medium Vans 2001-2600 Kgs","E0","4"
2,"TOYOTA","LCVs","Medium Vans 2001-2600 Kgs","E2","4"
2,"TOYOTA","","","","34"
2,"TRIUMPH","2/3 Wheelers","Motorcycles & Scooters","","12"
2,"TVR","","","","2"
2,"VAN HOOL","PSVs","Light & Heavy Coaches","E5","2"
2,"VAUXHALL","CARS","exc. Off-Road","E0","4"
2,"VAUXHALL","CARS","exc. Off-Road","E1","4"
2,"VAUXHALL","CARS","exc. Off-Road","E2","32"
2,"VAUXHALL","CARS","exc. Off-Road","E3","330"
2,"VAUXHALL","CARS","exc. Off-Road","E4","704"
2,"VAUXHALL","CARS","exc. Off-Road","E5","630"
2,"VAUXHALL","CARS","exc. Off-Road","E6","282"
2,"VAUXHALL","CARS","exc. Off-Road","","218"
2,"VAUXHALL","CARS","Off-Road","E4","4"
2,"VAUXHALL","CARS","Off-Road","E5","2"
2,"VAUXHALL","CARS","Off-Road","","4"
2,"VAUXHALL","LCVs","4x4 Utilities","E1","2"
2,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E2","4"
2,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E3","62"
2,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E4","72"
2,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E5","4"
2,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","E6","2"
2,"VAUXHALL","LCVs","Car-Derived/Integral <2000 Kgs","","2"
2,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E3","56"
2,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E4","42"
2,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E5","74"
2,"VAUXHALL","LCVs","Heavy Vans 2601-3500 Kgs","E6","16"
2,"VAUXHALL","LCVs","Medium Vans 2001-2600 Kgs","E4","2"
2,"VAUXHALL","LCVs","Medium Vans 2001-2600 Kgs","E5","10"
2,"VAUXHALL","","","","6"
2,"VOLKSWAGEN","CARS","exc. Off-Road","6","26"
2,"VOLKSWAGEN","CARS","exc. Off-Road","E0","4"
2,"VOLKSWAGEN","CARS","exc. Off-Road","E1","12"
2,"VOLKSWAGEN","CARS","exc. Off-Road","E2","126"
2,"VOLKSWAGEN","CARS","exc. Off-Road","E3","464"
2,"VOLKSWAGEN","CARS","exc. Off-Road","E4","756"
2,"VOLKSWAGEN","CARS","exc. Off-Road","E5","1330"
2,"VOLKSWAGEN","CARS","exc. Off-Road","E6","614"
2,"VOLKSWAGEN","CARS","exc. Off-Road","","452"
2,"VOLKSWAGEN","CARS","Off-Road","E4","20"
2,"VOLKSWAGEN","CARS","Off-Road","E5","88"
2,"VOLKSWAGEN","CARS","Off-Road","E6","62"
2,"VOLKSWAGEN","LCVs","Car-Derived/Integral <2000 Kgs","E0","2"
2,"VOLKSWAGEN","LCVs","Car-Derived/Integral <2000 Kgs","E2","2"
2,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E1","6"
2,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E2","16"
2,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E3","28"
2,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E4","46"
2,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E5","208"
2,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","E6","32"
2,"VOLKSWAGEN","LCVs","Heavy Vans 2601-3500 Kgs","","6"
2,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E0","6"
2,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E1","8"
2,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E3","12"
2,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E4","20"
2,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E5","26"
2,"VOLKSWAGEN","LCVs","Medium Vans 2001-2600 Kgs","E6","20"
2,"VOLKSWAGEN","","","","58"
2,"VOLVO","CARS","exc. Off-Road","E0","4"
2,"VOLVO","CARS","exc. Off-Road","E1","4"
2,"VOLVO","CARS","exc. Off-Road","E2","22"
2,"VOLVO","CARS","exc. Off-Road","E3","96"
2,"VOLVO","CARS","exc. Off-Road","E4","148"
2,"VOLVO","CARS","exc. Off-Road","E5","96"
2,"VOLVO","CARS","exc. Off-Road","E6","60"
2,"VOLVO","CARS","exc. Off-Road","","58"
2,"VOLVO","CARS","Off-Road","E4","80"
2,"VOLVO","CARS","Off-Road","E5","114"
2,"VOLVO","CARS","Off-Road","E6","62"
2,"VOLVO","CARS","Off-Road","","22"
2,"VOLVO","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E5","2"
2,"VOLVO","HCVs","Rigids 3 Axle","E5","2"
2,"VOLVO","PSVs","Fare Stage Buses","","4"
2,"VOLVO","PSVs","Light & Heavy Coaches","","2"
2,"YAMAHA","2/3 Wheelers","Motorcycles & Scooters","","32"
2,"","","","","12"
3,"Abarth/Fiat","CARS","exc. Off-Road","E4","6"
3,"Abarth/Fiat","CARS","exc. Off-Road","E5","24"
3,"Abarth/Fiat","CARS","exc. Off-Road","E6","22"
3,"AJS","2/3 Wheelers","Motorcycles & Scooters","","2"
3,"ALEXANDER DENNIS","PSVs","Fare Stage Buses","E4","50"
3,"ALEXANDER DENNIS","PSVs","Fare Stage Buses","E6","2"
3,"ALEXANDER DENNIS","PSVs","Fare Stage Buses","","4"
3,"ALFA ROMEO","CARS","exc. Off-Road","E2","4"
3,"ALFA ROMEO","CARS","exc. Off-Road","E3","32"
3,"ALFA ROMEO","CARS","exc. Off-Road","E4","76"
3,"ALFA ROMEO","CARS","exc. Off-Road","E5","118"
3,"ALFA ROMEO","CARS","exc. Off-Road","E6","38"
3,"ALFA ROMEO","CARS","exc. Off-Road","","8"
3,"APRILIA","2/3 Wheelers","Motorcycles & Scooters","","12"
3,"ASTON MARTIN","CARS","exc. Off-Road","E5","4"
3,"ASTON MARTIN","CARS","exc. Off-Road","E6","14"
3,"AUDI","CARS","exc. Off-Road","5","6"
3,"AUDI","CARS","exc. Off-Road","6","16"
3,"AUDI","CARS","exc. Off-Road","E1","4"
3,"AUDI","CARS","exc. Off-Road","E2","58"
3,"AUDI","CARS","exc. Off-Road","E3","340"
3,"AUDI","CARS","exc. Off-Road","E4","544"
3,"AUDI","CARS","exc. Off-Road","E5","1022"
3,"AUDI","CARS","exc. Off-Road","E6","868"
3,"AUDI","CARS","exc. Off-Road","","230"
3,"AUDI","CARS","Off-Road","6","4"
3,"AUDI","CARS","Off-Road","E4","18"
3,"AUDI","CARS","Off-Road","E5","162"
3,"AUDI","CARS","Off-Road","E6","166"
3,"AUDI","CARS","Off-Road","","4"
3,"AUDI","","","","54"
3,"AUSTIN","CARS","exc. Off-Road","E0","8"
3,"BENTLEY","CARS","exc. Off-Road","E4","18"
3,"BENTLEY","CARS","exc. Off-Road","E5","12"
3,"BENTLEY","CARS","exc. Off-Road","E6","8"
3,"BENTLEY","CARS","exc. Off-Road","","6"
3,"BENTLEY","CARS","Off-Road","E6","8"
3,"BENTLEY","","","","4"
3,"BMW","2/3 Wheelers","Motorcycles & Scooters","","38"
3,"BMW","CARS","exc. Off-Road","E0","12"
3,"BMW","CARS","exc. Off-Road","E1","12"
3,"BMW","CARS","exc. Off-Road","E2","42"
3,"BMW","CARS","exc. Off-Road","E3","272"
3,"BMW","CARS","exc. Off-Road","E4","694"
3,"BMW","CARS","exc. Off-Road","E5","1046"
3,"BMW","CARS","exc. Off-Road","E6","1058"
3,"BMW","CARS","exc. Off-Road","","140"
3,"BMW","CARS","Off-Road","E3","64"
3,"BMW","CARS","Off-Road","E4","70"
3,"BMW","CARS","Off-Road","E5","214"
3,"BMW","CARS","Off-Road","E6","224"
3,"BMW","CARS","Off-Road","","10"
3,"BMW","","","","26"
3,"BSA","2/3 Wheelers","Motorcycles & Scooters","","2"
3,"CASE INTERNATIONAL","SPVs","Agricultural & Specialist","","4"
3,"CATERHAM","CARS","exc. Off-Road","E0","2"
3,"CHEVROLET","CARS","exc. Off-Road","E2","2"
3,"CHEVROLET","CARS","exc. Off-Road","E4","84"
3,"CHEVROLET","CARS","exc. Off-Road","E5","40"
3,"CHEVROLET","CARS","exc. Off-Road","","4"
3,"CHEVROLET","CARS","Off-Road","E4","4"
3,"CHEVROLET","CARS","Off-Road","E5","2"
3,"CHEVROLET","LCVs","4x4 Utilities","E2","2"
3,"CHEVROLET","","","","6"
3,"CHEVROLET GMC","","","","4"
3,"CHRYSLER","CARS","exc. Off-Road","E2","2"
3,"CHRYSLER","CARS","exc. Off-Road","E3","26"
3,"CHRYSLER","CARS","exc. Off-Road","E4","28"
3,"CHRYSLER","CARS","exc. Off-Road","E5","4"
3,"CHRYSLER","CARS","exc. Off-Road","","8"
3,"CITROEN","CARS","exc. Off-Road","E0","6"
3,"CITROEN","CARS","exc. Off-Road","E1","6"
3,"CITROEN","CARS","exc. Off-Road","E2","18"
3,"CITROEN","CARS","exc. Off-Road","E3","372"
3,"CITROEN","CARS","exc. Off-Road","E4","730"
3,"CITROEN","CARS","exc. Off-Road","E5","656"
3,"CITROEN","CARS","exc. Off-Road","E6","334"
3,"CITROEN","CARS","exc. Off-Road","","70"
3,"CITROEN","CARS","Off-Road","E4","4"
3,"CITROEN","HCVs","Rigids 2 Axle 3501-7400 Kgs","E4","2"
3,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E0","4"
3,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E3","78"
3,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E4","60"
3,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E5","12"
3,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E6","2"
3,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","","4"
3,"CITROEN","LCVs","Heavy Vans 2601-3500 Kgs","E3","24"
3,"CITROEN","LCVs","Heavy Vans 2601-3500 Kgs","E4","54"
3,"CITROEN","LCVs","Heavy Vans 2601-3500 Kgs","E5","64"
3,"CITROEN","LCVs","Heavy Vans 2601-3500 Kgs","E6","20"
3,"CITROEN","LCVs","Medium Vans 2001-2600 Kgs","E2","10"
3,"CITROEN","LCVs","Medium Vans 2001-2600 Kgs","E4","36"
3,"CITROEN","LCVs","Medium Vans 2001-2600 Kgs","E5","112"
3,"CITROEN","LCVs","Medium Vans 2001-2600 Kgs","E6","24"
3,"CITROEN","","","","2"
3,"CLAAS","SPVs","Agricultural & Specialist","","2"
3,"DACIA","CARS","exc. Off-Road","E5","68"
3,"DACIA","CARS","exc. Off-Road","E6","50"
3,"DACIA","CARS","Off-Road","E5","16"
3,"DACIA","CARS","Off-Road","E6","4"
3,"DAEWOO","CARS","exc. Off-Road","E2","10"
3,"DAEWOO","CARS","exc. Off-Road","E3","4"
3,"DAEWOO","CARS","exc. Off-Road","","6"
3,"DAF","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E2","2"
3,"DAF","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E3","4"
3,"DAF","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E4","2"
3,"DAF","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E5","4"
3,"DAF","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E3","2"
3,"DAF","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E4","6"
3,"DAF","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E5","8"
3,"DAF","HCVs","Rigids 2 Axle >15000 Kgs","E3","10"
3,"DAF","HCVs","Rigids 2 Axle >15000 Kgs","E4","14"
3,"DAF","HCVs","Rigids 2 Axle >15000 Kgs","E5","10"
3,"DAF","HCVs","Rigids 2 Axle 12001-15000 Kgs","E3","6"
3,"DAF","HCVs","Rigids 2 Axle 12001-15000 Kgs","E4","2"
3,"DAF","HCVs","Rigids 2 Axle 12001-15000 Kgs","E5","2"
3,"DAF","HCVs","Rigids 2 Axle 7401-7500 Kgs","E3","8"
3,"DAF","HCVs","Rigids 2 Axle 7401-7500 Kgs","E4","10"
3,"DAF","HCVs","Rigids 2 Axle 7401-7500 Kgs","E5","10"
3,"DAF","HCVs","Rigids 2 Axle 7501-12000 Kgs","E5","12"
3,"DAF","HCVs","Rigids 3 Axle","E3","4"
3,"DAF","HCVs","Rigids 3 Axle","E4","2"
3,"DAF","HCVs","Rigids 3 Axle","E5","2"
3,"DAF","HCVs","Rigids 4 Axle","E3","2"
3,"DAF","HCVs","Rigids 4 Axle","E4","6"
3,"DAF","HCVs","Rigids 4 Axle","E5","6"
3,"DAF","","","","4"
3,"DAF TRUCKS","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E6","4"
3,"DAF TRUCKS","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E6","20"
3,"DAF TRUCKS","HCVs","Rigids 2 Axle >15000 Kgs","E6","44"
3,"DAF TRUCKS","HCVs","Rigids 2 Axle 12001-15000 Kgs","E6","2"
3,"DAF TRUCKS","HCVs","Rigids 2 Axle 7401-7500 Kgs","E5","6"
3,"DAF TRUCKS","HCVs","Rigids 2 Axle 7401-7500 Kgs","E6","20"
3,"DAF TRUCKS","HCVs","Rigids 2 Axle 7501-12000 Kgs","E5","2"
3,"DAF TRUCKS","HCVs","Rigids 2 Axle 7501-12000 Kgs","E6","6"
3,"DAF TRUCKS","HCVs","Rigids 3 Axle","E6","6"
3,"DAIHATSU","CARS","exc. Off-Road","E0","2"
3,"DAIHATSU","CARS","exc. Off-Road","E2","2"
3,"DAIHATSU","CARS","exc. Off-Road","E3","14"
3,"DAIHATSU","CARS","exc. Off-Road","E4","18"
3,"DAIHATSU","CARS","Off-Road","E4","6"
3,"DAIHATSU","CARS","Off-Road","","10"
3,"DAIHATSU","LCVs","Car-Derived/Integral <2000 Kgs","E2","4"
3,"DAIHATSU","","","","4"
3,"DAIMLER","CARS","exc. Off-Road","E2","2"
3,"DAIMLER","","","","2"
3,"DENNIS EAGLE","HCVs","Rigids 2 Axle >15000 Kgs","E4","2"
3,"DENNIS EAGLE","HCVs","Rigids 2 Axle >15000 Kgs","E5","2"
3,"DENNIS EAGLE","HCVs","Rigids 3 Axle","E3","2"
3,"DENNIS EAGLE","HCVs","Rigids 3 Axle","E5","10"
3,"DENNIS EAGLE","HCVs","Rigids 3 Axle","E6","2"
3,"DODGE","CARS","exc. Off-Road","E4","10"
3,"DODGE","CARS","Off-Road","E4","2"
3,"DS","CARS","exc. Off-Road","E6","46"
3,"DS","","","","2"
3,"DUCATI","2/3 Wheelers","Motorcycles & Scooters","","10"
3,"DUCATI","","","","2"
3,"FERRARI","CARS","exc. Off-Road","E1","2"
3,"FERRARI","CARS","exc. Off-Road","E5","4"
3,"FERRARI","CARS","exc. Off-Road","E6","4"
3,"FERRARI","CARS","exc. Off-Road","","2"
3,"FIAT","CARS","exc. Off-Road","E1","8"
3,"FIAT","CARS","exc. Off-Road","E2","6"
3,"FIAT","CARS","exc. Off-Road","E3","82"
3,"FIAT","CARS","exc. Off-Road","E4","530"
3,"FIAT","CARS","exc. Off-Road","E5","418"
3,"FIAT","CARS","exc. Off-Road","E6","432"
3,"FIAT","CARS","exc. Off-Road","","68"
3,"FIAT","HCVs","Rigids 2 Axle 3501-7400 Kgs","E4","2"
3,"FIAT","HCVs","Rigids 2 Axle 3501-7400 Kgs","","4"
3,"FIAT","LCVs","Car-Derived/Integral <2000 Kgs","E3","12"
3,"FIAT","LCVs","Car-Derived/Integral <2000 Kgs","E4","6"
3,"FIAT","LCVs","Car-Derived/Integral <2000 Kgs","E5","6"
3,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","E3","8"
3,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","E4","26"
3,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","E5","42"
3,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","E6","18"
3,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","","10"
3,"FIAT","LCVs","Medium Vans 2001-2600 Kgs","E3","18"
3,"FIAT","LCVs","Medium Vans 2001-2600 Kgs","E4","10"
3,"FIAT","LCVs","Medium Vans 2001-2600 Kgs","E5","30"
3,"FIAT","LCVs","Medium Vans 2001-2600 Kgs","","2"
3,"FIAT","","","","10"
3,"FODEN","HCVs","Rigids 4 Axle","E3","2"
3,"FORD","CARS","exc. Off-Road","E0","42"
3,"FORD","CARS","exc. Off-Road","E1","22"
3,"FORD","CARS","exc. Off-Road","E2","518"
3,"FORD","CARS","exc. Off-Road","E3","898"
3,"FORD","CARS","exc. Off-Road","E4","1930"
3,"FORD","CARS","exc. Off-Road","E5","1796"
3,"FORD","CARS","exc. Off-Road","E6","830"
3,"FORD","CARS","exc. Off-Road","","210"
3,"FORD","CARS","Off-Road","E4","18"
3,"FORD","CARS","Off-Road","E5","70"
3,"FORD","CARS","Off-Road","E6","86"
3,"FORD","HCVs","Rigids 2 Axle 3501-7400 Kgs","E3","2"
3,"FORD","HCVs","Rigids 2 Axle 3501-7400 Kgs","E4","10"
3,"FORD","HCVs","Rigids 2 Axle 3501-7400 Kgs","E5","16"
3,"FORD","HCVs","Rigids 2 Axle 3501-7400 Kgs","E6","22"
3,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E1","2"
3,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E2","16"
3,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E3","14"
3,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E4","8"
3,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E5","32"
3,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E6","10"
3,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E0","2"
3,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E1","18"
3,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E2","62"
3,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E3","148"
3,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E4","362"
3,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E5","572"
3,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E6","156"
3,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E0","2"
3,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E1","2"
3,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E2","2"
3,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E3","144"
3,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E4","106"
3,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E5","84"
3,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E6","26"
3,"FORD","PSVs","Fare Stage Buses","","2"
3,"FORD","","","","104"
3,"HARLEY DAVIDSON","2/3 Wheelers","Motorcycles & Scooters","","14"
3,"HONDA","2/3 Wheelers","Mopeds","","2"
3,"HONDA","2/3 Wheelers","Motorcycles & Scooters","","92"
3,"HONDA","CARS","exc. Off-Road","E0","6"
3,"HONDA","CARS","exc. Off-Road","E1","4"
3,"HONDA","CARS","exc. Off-Road","E2","24"
3,"HONDA","CARS","exc. Off-Road","E3","510"
3,"HONDA","CARS","exc. Off-Road","E4","380"
3,"HONDA","CARS","exc. Off-Road","E5","546"
3,"HONDA","CARS","exc. Off-Road","E6","154"
3,"HONDA","CARS","exc. Off-Road","","284"
3,"HONDA","CARS","Off-Road","E2","2"
3,"HONDA","CARS","Off-Road","E4","68"
