"quadrant","make","type","subtype","euro_status","count_vehicles"
1,"VOLVO","CARS","exc. Off-Road","","194"
1,"VOLVO","CARS","Off-Road","E3","24"
1,"VOLVO","CARS","Off-Road","E4","116"
1,"VOLVO","CARS","Off-Road","E5","198"
1,"VOLVO","CARS","Off-Road","E6","112"
1,"VOLVO","CARS","Off-Road","","74"
1,"VOLVO","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E3","2"
1,"VOLVO","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E5","8"
1,"VOLVO","HCVs","Artics >32520 Kgs - 2 Axle Tractor","E6","8"
1,"VOLVO","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E3","6"
1,"VOLVO","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E4","6"
1,"VOLVO","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E5","80"
1,"VOLVO","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E6","44"
1,"VOLVO","HCVs","Rigids 2 Axle >15000 Kgs","E3","4"
1,"VOLVO","HCVs","Rigids 2 Axle >15000 Kgs","E4","8"
1,"VOLVO","HCVs","Rigids 2 Axle >15000 Kgs","E5","14"
1,"VOLVO","HCVs","Rigids 2 Axle >15000 Kgs","E6","4"
1,"VOLVO","HCVs","Rigids 2 Axle 7501-12000 Kgs","E6","4"
1,"VOLVO","HCVs","Rigids 3 Axle","E3","2"
1,"VOLVO","HCVs","Rigids 3 Axle","E5","18"
1,"VOLVO","HCVs","Rigids 3 Axle","E6","4"
1,"VOLVO","HCVs","Rigids 4 Axle","E3","2"
1,"VOLVO","HCVs","Rigids 4 Axle","E4","4"
1,"VOLVO","HCVs","Rigids 4 Axle","E5","24"
1,"VOLVO","HCVs","Rigids 4 Axle","E6","8"
1,"VOLVO","PSVs","Fare Stage Buses","E3","202"
1,"VOLVO","PSVs","Fare Stage Buses","","544"
1,"VOLVO","PSVs","Light & Heavy Coaches","E4","10"
1,"VOLVO","PSVs","Light & Heavy Coaches","E5","2"
1,"VOLVO","PSVs","Light & Heavy Coaches","E6","6"
1,"VOLVO","PSVs","Light & Heavy Coaches","","4"
1,"VOLVO","","","","60"
1,"WRIGHTBUS","PSVs","Fare Stage Buses","E5","124"
1,"WRIGHTBUS","PSVs","Fare Stage Buses","E6","2"
1,"YAMAHA","2/3 Wheelers","Motorcycles & Scooters","","42"
1,"","","","","58"
2,"Abarth/Fiat","CARS","exc. Off-Road","E4","2"
2,"Abarth/Fiat","CARS","exc. Off-Road","E5","4"
2,"Abarth/Fiat","CARS","exc. Off-Road","E6","22"
2,"AJS","2/3 Wheelers","Motorcycles & Scooters","","2"
2,"ALEXANDER DENNIS","PSVs","Fare Stage Buses","E6","14"
2,"ALEXANDER DENNIS","PSVs","Fare Stage Buses","","2"
2,"ALFA ROMEO","CARS","exc. Off-Road","E3","36"
2,"ALFA ROMEO","CARS","exc. Off-Road","E4","52"
2,"ALFA ROMEO","CARS","exc. Off-Road","E5","86"
2,"ALFA ROMEO","CARS","exc. Off-Road","E6","34"
2,"ALFA ROMEO","","","","2"
2,"APRILIA","2/3 Wheelers","Motorcycles & Scooters","","4"
2,"ASTON MARTIN","CARS","exc. Off-Road","E4","6"
2,"AUDI","CARS","exc. Off-Road","5","2"
2,"AUDI","CARS","exc. Off-Road","6","18"
2,"AUDI","CARS","exc. Off-Road","E1","8"
2,"AUDI","CARS","exc. Off-Road","E2","36"
2,"AUDI","CARS","exc. Off-Road","E3","350"
2,"AUDI","CARS","exc. Off-Road","E4","564"
2,"AUDI","CARS","exc. Off-Road","E5","964"
2,"AUDI","CARS","exc. Off-Road","E6","818"
2,"AUDI","CARS","exc. Off-Road","","278"
2,"AUDI","CARS","Off-Road","E4","114"
2,"AUDI","CARS","Off-Road","E5","216"
2,"AUDI","CARS","Off-Road","E6","204"
2,"AUDI","","","","28"
2,"AUSTIN","CARS","exc. Off-Road","E0","16"
2,"BENTLEY","CARS","exc. Off-Road","E4","2"
2,"BENTLEY","CARS","exc. Off-Road","E6","10"
2,"BMW","2/3 Wheelers","Motorcycles & Scooters","","12"
2,"BMW","CARS","exc. Off-Road","E0","36"
2,"BMW","CARS","exc. Off-Road","E2","50"
2,"BMW","CARS","exc. Off-Road","E3","254"
2,"BMW","CARS","exc. Off-Road","E4","930"
2,"BMW","CARS","exc. Off-Road","E5","956"
2,"BMW","CARS","exc. Off-Road","E6","874"
2,"BMW","CARS","exc. Off-Road","","142"
2,"BMW","CARS","Off-Road","E3","60"
2,"BMW","CARS","Off-Road","E4","140"
2,"BMW","CARS","Off-Road","E5","292"
2,"BMW","CARS","Off-Road","E6","238"
2,"BMW","","","","38"
2,"CHEVROLET","CARS","exc. Off-Road","E4","114"
2,"CHEVROLET","CARS","exc. Off-Road","E5","28"
2,"CHEVROLET","CARS","exc. Off-Road","","2"
2,"CHEVROLET","CARS","Off-Road","E4","2"
2,"CHRYSLER","CARS","exc. Off-Road","E3","18"
2,"CHRYSLER","CARS","exc. Off-Road","E4","22"
2,"CHRYSLER","CARS","exc. Off-Road","E5","2"
2,"CHRYSLER","CARS","exc. Off-Road","","12"
2,"CITROEN","CARS","exc. Off-Road","E1","6"
2,"CITROEN","CARS","exc. Off-Road","E2","6"
2,"CITROEN","CARS","exc. Off-Road","E3","354"
2,"CITROEN","CARS","exc. Off-Road","E4","614"
2,"CITROEN","CARS","exc. Off-Road","E5","786"
2,"CITROEN","CARS","exc. Off-Road","E6","252"
2,"CITROEN","CARS","exc. Off-Road","","48"
2,"CITROEN","CARS","Off-Road","E4","2"
2,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E2","2"
2,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E3","24"
2,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E4","78"
2,"CITROEN","LCVs","Car-Derived/Integral <2000 Kgs","E5","6"
2,"CITROEN","LCVs","Heavy Vans 2601-3500 Kgs","E3","14"
2,"CITROEN","LCVs","Heavy Vans 2601-3500 Kgs","E4","40"
2,"CITROEN","LCVs","Heavy Vans 2601-3500 Kgs","E5","20"
2,"CITROEN","LCVs","Heavy Vans 2601-3500 Kgs","E6","6"
2,"CITROEN","LCVs","Medium Vans 2001-2600 Kgs","E4","6"
2,"CITROEN","LCVs","Medium Vans 2001-2600 Kgs","E5","62"
2,"CITROEN","LCVs","Medium Vans 2001-2600 Kgs","E6","8"
2,"DACIA","CARS","exc. Off-Road","E5","32"
2,"DACIA","CARS","exc. Off-Road","E6","48"
2,"DACIA","CARS","Off-Road","E5","20"
2,"DACIA","CARS","Off-Road","E6","32"
2,"DAEWOO","CARS","exc. Off-Road","E2","22"
2,"DAEWOO","CARS","exc. Off-Road","E3","8"
2,"DAF","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E3","2"
2,"DAF","HCVs","Rigids 2 Axle >15000 Kgs","E3","2"
2,"DAF","HCVs","Rigids 2 Axle >15000 Kgs","E4","4"
2,"DAF","HCVs","Rigids 2 Axle >15000 Kgs","E5","6"
2,"DAF","HCVs","Rigids 2 Axle 12001-15000 Kgs","E4","2"
2,"DAF","HCVs","Rigids 2 Axle 12001-15000 Kgs","E5","2"
2,"DAF","HCVs","Rigids 2 Axle 7401-7500 Kgs","E4","2"
2,"DAF","HCVs","Rigids 2 Axle 7401-7500 Kgs","E5","20"
2,"DAF","HCVs","Rigids 2 Axle 7501-12000 Kgs","E5","8"
2,"DAF","HCVs","Rigids 3 Axle","E3","2"
2,"DAF","HCVs","Rigids 3 Axle","E4","2"
2,"DAF TRUCKS","HCVs","Rigids 2 Axle >15000 Kgs","E6","4"
2,"DAF TRUCKS","HCVs","Rigids 2 Axle 7401-7500 Kgs","E6","8"
2,"DAF TRUCKS","HCVs","Rigids 2 Axle 7501-12000 Kgs","E5","2"
2,"DAF TRUCKS","HCVs","Rigids 2 Axle 7501-12000 Kgs","E6","6"
2,"DAIHATSU","CARS","exc. Off-Road","E2","4"
2,"DAIHATSU","CARS","exc. Off-Road","E3","4"
2,"DAIHATSU","CARS","exc. Off-Road","E4","22"
2,"DAIHATSU","CARS","Off-Road","E4","4"
2,"DAIHATSU","CARS","Off-Road","","6"
2,"DAIHATSU","LCVs","Car-Derived/Integral <2000 Kgs","E2","10"
2,"DAIMLER","","","","2"
2,"DENNIS EAGLE","HCVs","Rigids 2 Axle >15000 Kgs","E4","2"
2,"DENNIS EAGLE","HCVs","Rigids 3 Axle","E5","6"
2,"DENNIS EAGLE","HCVs","Rigids 3 Axle","E6","2"
2,"DIRECT BIKES","2/3 Wheelers","Motorcycles & Scooters","","4"
2,"DODGE","CARS","exc. Off-Road","E4","2"
2,"DS","CARS","exc. Off-Road","E6","40"
2,"DUCATI","2/3 Wheelers","Motorcycles & Scooters","","4"
2,"FENDT","SPVs","Agricultural & Specialist","","2"
2,"FERRARI","CARS","exc. Off-Road","E5","4"
2,"FERRARI","CARS","exc. Off-Road","E6","8"
2,"FERRARI","CARS","exc. Off-Road","","2"
2,"FIAT","CARS","exc. Off-Road","E2","6"
2,"FIAT","CARS","exc. Off-Road","E3","62"
2,"FIAT","CARS","exc. Off-Road","E4","422"
2,"FIAT","CARS","exc. Off-Road","E5","460"
2,"FIAT","CARS","exc. Off-Road","E6","414"
2,"FIAT","CARS","exc. Off-Road","","54"
2,"FIAT","LCVs","Car-Derived/Integral <2000 Kgs","E3","8"
2,"FIAT","LCVs","Car-Derived/Integral <2000 Kgs","E5","4"
2,"FIAT","LCVs","Car-Derived/Integral <2000 Kgs","E6","2"
2,"FIAT","LCVs","Car-Derived/Integral 2001-2499 Kgs","E6","2"
2,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","E4","18"
2,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","E5","16"
2,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","E6","2"
2,"FIAT","LCVs","Heavy Vans 2601-3500 Kgs","","4"
2,"FIAT","LCVs","Medium Vans 2001-2600 Kgs","E3","2"
2,"FIAT","LCVs","Medium Vans 2001-2600 Kgs","E4","34"
2,"FIAT","LCVs","Medium Vans 2001-2600 Kgs","E5","18"
2,"FIAT","","","","2"
2,"FORD","CARS","exc. Off-Road","E0","20"
2,"FORD","CARS","exc. Off-Road","E1","6"
2,"FORD","CARS","exc. Off-Road","E2","458"
2,"FORD","CARS","exc. Off-Road","E3","724"
2,"FORD","CARS","exc. Off-Road","E4","1974"
2,"FORD","CARS","exc. Off-Road","E5","2080"
2,"FORD","CARS","exc. Off-Road","E6","584"
2,"FORD","CARS","exc. Off-Road","","216"
2,"FORD","CARS","Off-Road","E4","10"
2,"FORD","CARS","Off-Road","E5","54"
2,"FORD","CARS","Off-Road","E6","86"
2,"FORD","HCVs","Rigids 2 Axle 3501-7400 Kgs","E4","2"
2,"FORD","HCVs","Rigids 2 Axle 3501-7400 Kgs","E5","4"
2,"FORD","HCVs","Rigids 2 Axle 3501-7400 Kgs","E6","58"
2,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E2","4"
2,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E3","4"
2,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E5","12"
2,"FORD","LCVs","Car-Derived/Integral <2000 Kgs","E6","20"
2,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E1","4"
2,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E2","18"
2,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E3","62"
2,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E4","302"
2,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E5","362"
2,"FORD","LCVs","Heavy Vans 2601-3500 Kgs","E6","70"
2,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E1","2"
2,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E3","92"
2,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E4","98"
2,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E5","44"
2,"FORD","LCVs","Medium Vans 2001-2600 Kgs","E6","16"
2,"FORD","","","","58"
2,"HARLEY DAVIDSON","2/3 Wheelers","Motorcycles & Scooters","","2"
2,"HONDA","2/3 Wheelers","Mopeds","","2"
2,"HONDA","2/3 Wheelers","Motorcycles & Scooters","","80"
2,"HONDA","CARS","exc. Off-Road","E0","2"
2,"HONDA","CARS","exc. Off-Road","E1","6"
2,"HONDA","CARS","exc. Off-Road","E2","12"
2,"HONDA","CARS","exc. Off-Road","E3","498"
2,"HONDA","CARS","exc. Off-Road","E4","410"
2,"HONDA","CARS","exc. Off-Road","E5","624"
2,"HONDA","CARS","exc. Off-Road","E6","252"
2,"HONDA","CARS","exc. Off-Road","","242"
2,"HONDA","CARS","Off-Road","E2","10"
2,"HONDA","CARS","Off-Road","E4","140"
2,"HONDA","CARS","Off-Road","E5","202"
2,"HONDA","CARS","Off-Road","E6","78"
2,"HONDA","CARS","Off-Road","","244"
2,"HONDA","","","","2"
2,"HYUNDAI","CARS","exc. Off-Road","E3","42"
2,"HYUNDAI","CARS","exc. Off-Road","E4","340"
2,"HYUNDAI","CARS","exc. Off-Road","E5","350"
2,"HYUNDAI","CARS","exc. Off-Road","E6","162"
2,"HYUNDAI","CARS","exc. Off-Road","","4"
2,"HYUNDAI","CARS","Off-Road","E3","56"
2,"HYUNDAI","CARS","Off-Road","E5","52"
2,"HYUNDAI","CARS","Off-Road","E6","46"
2,"HYUNDAI","","","","12"
2,"INFINITI","CARS","exc. Off-Road","E6","2"
2,"ISUZU","HCVs","Rigids 2 Axle 7401-7500 Kgs","E6","2"
2,"ISUZU","HCVs","Rigids 2 Axle 7501-12000 Kgs","E5","2"
2,"ISUZU","LCVs","Heavy Vans 2601-3500 Kgs","E3","4"
2,"ISUZU","LCVs","Heavy Vans 2601-3500 Kgs","E5","22"
2,"ISUZU","LCVs","Pickups","E6","2"
2,"ISUZU","","","","2"
2,"ISUZU TRUCKS","HCVs","Rigids 2 Axle 3501-7400 Kgs","E5","2"
2,"ISUZU TRUCKS","HCVs","Rigids 2 Axle 7401-7500 Kgs","E5","6"
2,"IVECO","HCVs","Rigids 2 Axle 3501-7400 Kgs","E4","2"
2,"IVECO","HCVs","Rigids 2 Axle 7401-7500 Kgs","E5","2"
2,"IVECO","HCVs","Rigids 2 Axle 7401-7500 Kgs","E6","4"
2,"IVECO","HCVs","Rigids 2 Axle 7501-12000 Kgs","E3","2"
2,"IVECO","LCVs","Heavy Vans 2601-3500 Kgs","E3","14"
2,"IVECO","LCVs","Heavy Vans 2601-3500 Kgs","E4","16"
2,"IVECO","LCVs","Heavy Vans 2601-3500 Kgs","E5","20"
2,"IVECO","LCVs","Heavy Vans 2601-3500 Kgs","E6","2"
2,"IVECO-FORD","","","","2"
2,"JAGUAR","CARS","exc. Off-Road","E2","12"
2,"JAGUAR","CARS","exc. Off-Road","E3","66"
2,"JAGUAR","CARS","exc. Off-Road","E4","66"
2,"JAGUAR","CARS","exc. Off-Road","E5","116"
2,"JAGUAR","CARS","exc. Off-Road","E6","100"
2,"JAGUAR","CARS","exc. Off-Road","","42"
2,"JAGUAR","","","","32"
2,"JCB","SPVs","Agricultural & Specialist","","6"
2,"JEEP","CARS","exc. Off-Road","E5","2"
2,"JEEP","CARS","exc. Off-Road","E6","6"
2,"JEEP","CARS","Off-Road","E2","4"
2,"JEEP","CARS","Off-Road","E4","6"
2,"JEEP","CARS","Off-Road","E5","14"
2,"JEEP","CARS","Off-Road","E6","16"
2,"JEEP","CARS","Off-Road","","32"
2,"KAWASAKI","2/3 Wheelers","Motorcycles & Scooters","","4"
2,"KAWASAKI","SPVs","Quad Bikes","","2"
2,"KIA","CARS","exc. Off-Road","E3","4"
2,"KIA","CARS","exc. Off-Road","E4","266"
2,"KIA","CARS","exc. Off-Road","E5","456"
2,"KIA","CARS","exc. Off-Road","E6","140"
2,"KIA","CARS","exc. Off-Road","","48"
2,"KIA","CARS","Off-Road","E4","10"
2,"KIA","CARS","Off-Road","E5","146"
2,"KIA","CARS","Off-Road","E6","124"
2,"KIA","CARS","Off-Road","","12"
2,"KIA","","","","20"
2,"LAND ROVER","CARS","Off-Road","E1","12"
2,"LAND ROVER","CARS","Off-Road","E2","18"
2,"LAND ROVER","CARS","Off-Road","E3","12"
2,"LAND ROVER","CARS","Off-Road","E4","316"
2,"LAND ROVER","CARS","Off-Road","E5","860"
2,"LAND ROVER","CARS","Off-Road","E6","426"
2,"LAND ROVER","CARS","Off-Road","","382"
2,"LAND ROVER","LCVs","4x4 Utilities","E0","22"
2,"LAND ROVER","LCVs","4x4 Utilities","E1","42"
2,"LAND ROVER","LCVs","4x4 Utilities","E2","20"
2,"LAND ROVER","LCVs","4x4 Utilities","E3","42"
2,"LAND ROVER","LCVs","4x4 Utilities","E4","14"
2,"LAND ROVER","LCVs","4x4 Utilities","E5","46"
2,"LAND ROVER","LCVs","4x4 Utilities","","2"
2,"LAND ROVER","LCVs","Car-Derived/Integral <2000 Kgs","E4","6"
2,"LAND ROVER","LCVs","Car-Derived/Integral <2000 Kgs","E5","28"
2,"LAND ROVER","","","","34"
2,"LDV","LCVs","Heavy Vans 2601-3500 Kgs","E1","2"
2,"LDV","LCVs","Heavy Vans 2601-3500 Kgs","E3","6"
2,"LDV","LCVs","Heavy Vans 2601-3500 Kgs","E4","2"
2,"LDV","LCVs","Medium Vans 2001-2600 Kgs","E2","4"
2,"LEXUS","CARS","exc. Off-Road","E3","16"
2,"LEXUS","CARS","exc. Off-Road","E4","30"
2,"LEXUS","CARS","exc. Off-Road","E5","60"
2,"LEXUS","CARS","exc. Off-Road","E6","24"
2,"LEXUS","CARS","exc. Off-Road","","28"
2,"LEXUS","CARS","Off-Road","E4","90"
2,"LEXUS","CARS","Off-Road","E5","10"
2,"LEXUS","CARS","Off-Road","E6","66"
2,"LEXUS","CARS","Off-Road","","8"
2,"LONDON TAXIS INT","CARS","exc. Off-Road","E3","2"
2,"LOTUS","CARS","exc. Off-Road","E5","6"
2,"LOTUS","CARS","exc. Off-Road","","2"
2,"LOTUS","","","","2"
2,"MAN","HCVs","Artics >32520 Kgs - 3 Axle Tractor","E5","2"
2,"MAN","HCVs","Rigids 2 Axle >15000 Kgs","E5","2"
2,"MAN","HCVs","Rigids 2 Axle 7401-7500 Kgs","E3","2"
2,"MAN","HCVs","Rigids 2 Axle 7401-7500 Kgs","E5","2"
2,"MAN","HCVs","Rigids 2 Axle 7501-12000 Kgs","E4","2"
2,"MAN","HCVs","Rigids 2 Axle 7501-12000 Kgs","E5","4"
2,"MASERATI","CARS","exc. Off-Road","E4","2"
2,"MASERATI","CARS","exc. Off-Road","E6","2"
2,"MAZDA","CARS","exc. Off-Road","E0","2"
2,"MAZDA","CARS","exc. Off-Road","E2","28"
2,"MAZDA","CARS","exc. Off-Road","E3","74"
2,"MAZDA","CARS","exc. Off-Road","E4","444"
2,"MAZDA","CARS","exc. Off-Road","E5","320"
2,"MAZDA","CARS","exc. Off-Road","E6","214"
2,"MAZDA","CARS","exc. Off-Road","","68"
2,"MAZDA","CARS","Off-Road","E4","4"
2,"MAZDA","CARS","Off-Road","E5","50"
2,"MAZDA","CARS","Off-Road","E6","42"
2,"MAZDA","LCVs","Heavy Vans 2601-3500 Kgs","E3","2"
2,"MAZDA","LCVs","Heavy Vans 2601-3500 Kgs","E4","4"
2,"MAZDA","LCVs","Medium Vans 2001-2600 Kgs","E0","4"
2,"MAZDA","LCVs","Medium Vans 2001-2600 Kgs","","2"
2,"MAZDA","","","","18"
2,"MERCEDES","CARS","exc. Off-Road","E0","8"
2,"MERCEDES","CARS","exc. Off-Road","E1","20"
2,"MERCEDES","CARS","exc. Off-Road","E2","70"
2,"MERCEDES","CARS","exc. Off-Road","E3","292"
2,"MERCEDES","CARS","exc. Off-Road","E4","522"
2,"MERCEDES","CARS","exc. Off-Road","E5","670"
2,"MERCEDES","CARS","exc. Off-Road","E6","686"
2,"MERCEDES","CARS","exc. Off-Road","","224"
2,"MERCEDES","CARS","Off-Road","E4","18"
2,"MERCEDES","CARS","Off-Road","E5","20"
2,"MERCEDES","CARS","Off-Road","E6","252"
2,"MERCEDES","CARS","Off-Road","","32"
2,"MERCEDES","HCVs","Rigids 2 Axle 12001-15000 Kgs","E5","2"
2,"MERCEDES","HCVs","Rigids 2 Axle 3501-7400 Kgs","E2","10"
2,"MERCEDES","HCVs","Rigids 2 Axle 3501-7400 Kgs","E3","2"
2,"MERCEDES","HCVs","Rigids 2 Axle 3501-7400 Kgs","E4","2"
2,"MERCEDES","HCVs","Rigids 2 Axle 3501-7400 Kgs","E5","12"
2,"MERCEDES","HCVs","Rigids 2 Axle 7401-7500 Kgs","E3","2"
2,"MERCEDES","HCVs","Rigids 2 Axle 7401-7500 Kgs","E6","2"
2,"MERCEDES","HCVs","Rigids 2 Axle 7501-12000 Kgs","E1","2"
2,"MERCEDES","HCVs","Rigids 2 Axle 7501-12000 Kgs","E3","2"
2,"MERCEDES","HCVs","Rigids 2 Axle 7501-12000 Kgs","E6","2"
2,"MERCEDES","HCVs","Rigids 3 Axle","E3","2"
2,"MERCEDES","HCVs","Rigids 3 Axle","E5","2"
2,"MERCEDES","HCVs","Rigids 3 Axle","E6","10"
2,"MERCEDES","LCVs","Car-Derived/Integral <2000 Kgs","E5","2"
2,"MERCEDES","LCVs","Heavy Vans 2601-3500 Kgs","E3","34"
2,"MERCEDES","LCVs","Heavy Vans 2601-3500 Kgs","E4","92"
2,"MERCEDES","LCVs","Heavy Vans 2601-3500 Kgs","E5","224"
2,"MERCEDES","LCVs","Heavy Vans 2601-3500 Kgs","E6","56"
2,"MERCEDES","LCVs","Medium Vans 2001-2600 Kgs","E5","22"
2,"MERCEDES","","","","6"
2,"MERCEDES-BENZ","","","","6"
2,"MG","CARS","exc. Off-Road","E0","2"
2,"MG","CARS","exc. Off-Road","E3","24"
2,"MG","CARS","exc. Off-Road","E5","8"
2,"MG","CARS","exc. Off-Road","E6","4"
2,"MG","CARS","exc. Off-Road","","22"
2,"MINI","CARS","exc. Off-Road","E3","190"
2,"MINI","CARS","exc. Off-Road","E4","510"
2,"MINI","CARS","exc. Off-Road","E5","740"
2,"MINI","CARS","exc. Off-Road","E6","664"
2,"MINI","CARS","exc. Off-Road","","78"
2,"MINI","","","","6"
2,"MITSUBISHI","CARS","exc. Off-Road","E2","4"
2,"MITSUBISHI","CARS","exc. Off-Road","E3","14"
2,"MITSUBISHI","CARS","exc. Off-Road","E4","66"
2,"MITSUBISHI","CARS","exc. Off-Road","E5","34"
2,"MITSUBISHI","CARS","exc. Off-Road","E6","28"
2,"MITSUBISHI","CARS","exc. Off-Road","","42"
2,"MITSUBISHI","CARS","Off-Road","E0","6"
2,"MITSUBISHI","CARS","Off-Road","E4","40"
2,"MITSUBISHI","CARS","Off-Road","E5","62"
2,"MITSUBISHI","CARS","Off-Road","E6","30"
2,"MITSUBISHI","CARS","Off-Road","","60"
2,"MITSUBISHI","HCVs","Rigids 2 Axle 7401-7500 Kgs","E3","4"
2,"MITSUBISHI","HCVs","Rigids 2 Axle 7401-7500 Kgs","E5","4"
2,"MITSUBISHI","LCVs","Car-Type Pick-Up 2001-2600 Kgs","E2","2"
2,"MITSUBISHI","LCVs","Car-Type Pick-Up 2001-2600 Kgs","E3","12"
2,"MITSUBISHI","LCVs","Car-Type Pick-Up 2001-2600 Kgs","E4","14"
2,"MITSUBISHI","LCVs","Heavy Vans 2601-3500 Kgs","E4","20"
2,"MITSUBISHI","LCVs","Heavy Vans 2601-3500 Kgs","E5","14"
2,"MITSUBISHI","LCVs","Heavy Vans 2601-3500 Kgs","E6","2"
2,"MITSUBISHI","LCVs","Medium Vans 2001-2600 Kgs","E5","2"
2,"MITSUBISHI","","","","2"
2,"MITSUBISHI FUSO","HCVs","Rigids 2 Axle 7401-7500 Kgs","E4","6"
2,"MORGAN","CARS","exc. Off-Road","E4","2"
2,"MOTO GUZZI","2/3 Wheelers","Motorcycles & Scooters","","2"
2,"NEW HOLLAND","SPVs","Agricultural & Specialist","","2"
2,"NISSAN","CARS","exc. Off-Road","E0","6"
2,"NISSAN","CARS","exc. Off-Road","E2","36"
2,"NISSAN","CARS","exc. Off-Road","E3","506"
2,"NISSAN","CARS","exc. Off-Road","E4","494"
2,"NISSAN","CARS","exc. Off-Road","E5","504"
2,"NISSAN","CARS","exc. Off-Road","E6","314"
2,"NISSAN","CARS","exc. Off-Road","","146"
2,"NISSAN","CARS","Off-Road","E4","44"
2,"NISSAN","CARS","Off-Road","E5","68"
2,"NISSAN","CARS","Off-Road","E6","20"
2,"NISSAN","CARS","Off-Road","","22"
2,"NISSAN","LCVs","Car-Derived/Integral <2000 Kgs","E3","4"
2,"NISSAN","LCVs","Car-Derived/Integral <2000 Kgs","E4","18"
2,"NISSAN","LCVs","Car-Type Pick-Up 2001-2600 Kgs","E2","10"
2,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E3","14"
2,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E4","40"
2,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E5","76"
2,"NISSAN","LCVs","Heavy Vans 2601-3500 Kgs","E6","30"
2,"NISSAN","LCVs","Medium Vans 2001-2600 Kgs","E2","26"
2,"NISSAN","LCVs","Medium Vans 2001-2600 Kgs","E5","34"
2,"NISSAN","LCVs","Medium Vans 2001-2600 Kgs","E6","2"
2,"NISSAN","LCVs","Medium Vans 2001-2600 Kgs","","42"
2,"NISSAN","","","","24"
2,"OPEL","","","","6"
2,"OPTARE","PSVs","Fare Stage Buses","E4","2"
2,"OPTARE","PSVs","Fare Stage Buses","","12"
2,"OTHER UK","CARS","exc. Off-Road","E6","2"
2,"PEUGEOT","2/3 Wheelers","Mopeds","","4"
2,"PEUGEOT","2/3 Wheelers","Motorcycles & Scooters","","2"
2,"PEUGEOT","CARS","exc. Off-Road","E0","4"
2,"PEUGEOT","CARS","exc. Off-Road","E1","4"
2,"PEUGEOT","CARS","exc. Off-Road","E2","78"
2,"PEUGEOT","CARS","exc. Off-Road","E3","510"
2,"PEUGEOT","CARS","exc. Off-Road","E4","660"
2,"PEUGEOT","CARS","exc. Off-Road","E5","542"
2,"PEUGEOT","CARS","exc. Off-Road","E6","112"
2,"PEUGEOT","CARS","exc. Off-Road","","132"
2,"PEUGEOT","CARS","Off-Road","E4","2"
2,"PEUGEOT","HCVs","Rigids 2 Axle 3501-7400 Kgs","E5","4"
2,"PEUGEOT","HCVs","Rigids 2 Axle 3501-7400 Kgs","E6","2"
2,"PEUGEOT","LCVs","Car-Derived/Integral <2000 Kgs","E3","46"
2,"PEUGEOT","LCVs","Car-Derived/Integral <2000 Kgs","E4","22"
2,"PEUGEOT","LCVs","Car-Derived/Integral <2000 Kgs","E5","6"
2,"PEUGEOT","LCVs","Heavy Vans 2601-3500 Kgs","E3","6"
2,"PEUGEOT","LCVs","Heavy Vans 2601-3500 Kgs","E4","20"
2,"PEUGEOT","LCVs","Heavy Vans 2601-3500 Kgs","E5","28"
2,"PEUGEOT","LCVs","Heavy Vans 2601-3500 Kgs","E6","46"
2,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E2","2"
2,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E3","6"
2,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E4","28"
2,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E5","52"
2,"PEUGEOT","LCVs","Medium Vans 2001-2600 Kgs","E6","4"
2,"PEUGEOT","","","","20"
2,"PIAGGIO","2/3 Wheelers","Mopeds","","6"
2,"PIAGGIO","2/3 Wheelers","Motorcycles & Scooters","","22"
2,"PIAGGIO","LCVs","Car-Derived/Integral <2000 Kgs","E3","8"
